transaction_id,customer_id,product_name,channel,branch_id,transaction_date,amount,is_outlier
T2_000013,C2_000375,Tabungan,Teller,B2_015,2023-04-24,11464736,FALSE
T2_000014,C2_001143,Kredit Konsumer,Internet Banking,B2_021,2023-12-15,96159130,FALSE
T2_000015,C2_001008,Deposito,Mobile Banking,B2_014,2025-08-07,446896976,FALSE
T2_000016,C2_000153,Kredit Mikro,Internet Banking,B2_016,2024-10-24,254948874,FALSE
T2_000017,C2_001548,Kredit Konsumer,Internet Banking,B2_027,2023-06-08,459382972,FALSE
T2_000018,C2_001637,Tabungan,Teller,B2_024,2024-04-05,107208968,FALSE
T2_000019,C2_000710,Kartu Kredit,Internet Banking,B2_028,2023-05-31,21312504,FALSE
T2_000020,C2_001821,Kredit Konsumer,Teller,B2_014,2024-08-01,336681289,FALSE
T2_000021,C2_001181,Kredit Konsumer,Mobile Banking,B2_004,2023-06-09,315036942,FALSE
T2_000022,C2_001245,Deposito,ATM,B2_010,2023-03-02,222387713,FALSE
T2_000023,C2_000174,Kredit Mikro,Teller,B2_015,2024-08-15,159197520,FALSE
T2_000024,C2_000238,Kredit Mikro,ATM,B2_022,2024-11-19,55576330,FALSE
T2_000025,C2_000764,Kredit Mikro,Mobile Banking,B2_009,2025-04-25,108586538,FALSE
T2_000026,C2_002592,Kredit Konsumer,ATM,B2_028,2023-11-13,485249189,FALSE
T2_000027,C2_002544,Kartu Kredit,EDC,B2_014,2023-12-05,291563871,FALSE
T2_000028,C2_001902,Deposito,EDC,B2_030,2024-12-10,289181700,FALSE
T2_000029,C2_000181,Kartu Kredit,Mobile Banking,B2_019,2024-07-18,346369745,FALSE
T2_000030,C2_002891,Kredit Mikro,Internet Banking,B2_025,2023-10-15,169973613,FALSE
T2_000031,C2_002146,Kredit Konsumer,Internet Banking,B2_013,2023-05-13,128348964,FALSE
T2_000032,C2_002358,Kredit Mikro,Teller,B2_027,2023-09-01,488563503,FALSE
T2_000033,C2_002428,Kartu Kredit,EDC,B2_024,2024-09-28,397985901,FALSE
T2_000034,C2_002036,Kredit Mikro,Teller,B2_019,2024-07-11,277814705,FALSE
T2_000035,C2_001396,Tabungan,Mobile Banking,B2_023,2024-06-23,494229185,FALSE
T2_000036,C2_002739,Deposito,ATM,B2_005,2025-05-03,20868006,FALSE
T2_000037,C2_002508,Kartu Kredit,EDC,B2_007,2024-02-23,467336282,FALSE
T2_000038,C2_001201,Tabungan,Internet Banking,B2_020,2025-06-24,203030983,FALSE
T2_000039,C2_000863,Kredit Mikro,Teller,B2_029,2025-07-24,215136170,FALSE
T2_000040,C2_000937,Deposito,ATM,B2_003,2023-03-02,151951259,FALSE
T2_000041,C2_000470,Deposito,Internet Banking,B2_007,2024-11-30,326705336,FALSE
T2_000042,C2_000730,Deposito,Internet Banking,B2_028,2024-02-14,128151860,FALSE
T2_000043,C2_001804,Kredit Konsumer,Mobile Banking,B2_014,2024-06-29,155596379,FALSE
T2_000044,C2_001827,Deposito,Internet Banking,B2_022,2025-06-04,349678132,FALSE
T2_000045,C2_002417,Tabungan,Internet Banking,B2_005,2023-10-18,318610492,FALSE
T2_000046,C2_002534,Kartu Kredit,Internet Banking,B2_016,2023-05-22,260003959,FALSE
T2_000047,C2_000557,Tabungan,ATM,B2_020,2023-05-11,11636336,FALSE
T2_000048,C2_000970,Kredit Mikro,ATM,B2_022,2025-02-04,168118332,FALSE
T2_000049,C2_001268,Kredit Konsumer,Internet Banking,B2_001,2023-11-05,171207044,FALSE
T2_000050,C2_000127,Kredit Konsumer,Mobile Banking,B2_015,2024-03-03,110496669,FALSE
T2_000051,C2_002862,Kredit Mikro,Internet Banking,B2_012,2024-10-10,318040746,FALSE
T2_000052,C2_001136,Kartu Kredit,EDC,B2_024,2024-05-30,207629978,FALSE
T2_000053,C2_000979,Kredit Konsumer,EDC,B2_030,2023-08-12,161226970,FALSE
T2_000054,C2_001466,Kredit Mikro,Teller,B2_022,2024-06-12,407190168,FALSE
T2_000055,C2_002319,Kredit Mikro,EDC,B2_014,2024-12-24,365834714,FALSE
T2_000056,C2_000663,Kredit Mikro,Teller,B2_016,2025-05-19,179130699,FALSE
T2_000057,C2_001431,Kredit Mikro,Teller,B2_027,2023-08-11,310734398,FALSE
T2_000058,C2_001877,Deposito,Teller,B2_016,2025-03-23,6626883,FALSE
T2_000059,C2_001261,Kartu Kredit,Teller,B2_021,2023-11-08,94328051,FALSE
T2_000060,C2_000162,Kredit Mikro,Internet Banking,B2_024,2023-03-30,490411384,FALSE
T2_000061,C2_001405,Deposito,ATM,B2_004,2024-06-10,56054070,FALSE
T2_000062,C2_000809,Deposito,EDC,B2_002,2025-06-17,489767009,FALSE
T2_000063,C2_001305,Tabungan,EDC,B2_021,2023-07-30,293635953,FALSE
T2_000064,C2_002998,Kredit Mikro,EDC,B2_007,2024-03-15,405721943,FALSE
T2_000065,C2_000556,Deposito,Teller,B2_005,2024-12-17,176024505,FALSE
T2_000066,C2_002780,Tabungan,Mobile Banking,B2_007,2024-10-19,275539444,FALSE
T2_000067,C2_001165,Tabungan,ATM,B2_002,2023-06-14,211891807,FALSE
T2_000068,C2_001078,Kredit Mikro,Mobile Banking,B2_012,2025-06-15,303586421,FALSE
T2_000069,C2_001563,Kredit Konsumer,Mobile Banking,B2_001,2023-11-26,144339835,FALSE
T2_000070,C2_000520,Deposito,EDC,B2_003,2023-06-04,298222198,FALSE
T2_000071,C2_000484,Kredit Konsumer,Mobile Banking,B2_001,2025-04-27,288588715,FALSE
T2_000072,C2_000171,Tabungan,Internet Banking,B2_003,2023-02-01,315846188,FALSE
T2_000073,C2_002424,Kredit Konsumer,Mobile Banking,B2_016,2024-10-11,289541629,FALSE
T2_000074,C2_000710,Kredit Konsumer,Mobile Banking,B2_019,2023-07-27,125273594,FALSE
T2_000075,C2_001101,Kredit Mikro,EDC,B2_008,2023-06-27,307832331,FALSE
T2_000076,C2_002900,Tabungan,Mobile Banking,B2_021,2023-09-04,249136581,FALSE
T2_000077,C2_002053,Kartu Kredit,Teller,B2_019,2024-03-31,199675871,FALSE
T2_000078,C2_002619,Deposito,ATM,B2_005,2024-06-06,223551681,FALSE
T2_000079,C2_001261,Kredit Mikro,Internet Banking,B2_024,2023-11-26,231261370,FALSE
T2_000080,C2_001691,Kredit Mikro,ATM,B2_026,2025-03-23,323806415,FALSE
T2_000081,C2_001523,Kartu Kredit,Teller,B2_027,2023-06-28,470583212,FALSE
T2_000082,C2_000065,Kredit Mikro,Mobile Banking,B2_026,2025-01-07,138747126,FALSE
T2_000083,C2_001860,Tabungan,EDC,B2_001,2023-01-14,383124122,FALSE
T2_000084,C2_002284,Kredit Mikro,ATM,B2_023,2024-05-15,236720771,FALSE
T2_000085,C2_000666,Kredit Mikro,Mobile Banking,B2_013,2025-04-09,186844891,FALSE
T2_000086,C2_000289,Kartu Kredit,ATM,B2_005,2024-11-03,209477775,FALSE
T2_000087,C2_002284,Deposito,Mobile Banking,B2_020,2023-07-25,31211862,FALSE
T2_000088,C2_000749,Deposito,EDC,B2_019,2024-09-08,28504686,FALSE
T2_000089,C2_000422,Kredit Konsumer,Teller,B2_028,2024-10-09,265025452,FALSE
T2_000090,C2_000391,Tabungan,ATM,B2_007,2024-03-07,131257161,FALSE
T2_000091,C2_002781,Kartu Kredit,Internet Banking,B2_028,2024-08-05,88985404,FALSE
T2_000092,C2_000756,Deposito,Teller,B2_026,2023-04-20,434803964,FALSE
T2_000093,C2_001029,Kartu Kredit,EDC,B2_013,2025-03-08,417720209,FALSE
T2_000094,C2_001161,Kredit Konsumer,Internet Banking,B2_014,2024-09-12,116076788,FALSE
T2_000095,C2_000750,Deposito,Mobile Banking,B2_018,2024-03-03,369807619,FALSE
T2_000096,C2_002984,Kartu Kredit,ATM,B2_014,2024-12-19,433404564,FALSE
T2_000097,C2_001072,Tabungan,Internet Banking,B2_013,2025-06-29,304478521,FALSE
T2_000098,C2_000558,Tabungan,Teller,B2_008,2025-06-20,55528826,FALSE
T2_000099,C2_001088,Kredit Konsumer,Internet Banking,B2_029,2023-09-29,440546713,FALSE
T2_000100,C2_000704,Deposito,EDC,B2_020,2024-12-06,396391503,FALSE
T2_000101,C2_002589,Deposito,Internet Banking,B2_026,2025-08-25,452087523,FALSE
T2_000102,C2_001694,Tabungan,ATM,B2_018,2025-03-17,281408082,FALSE
T2_000103,C2_001801,Kredit Konsumer,ATM,B2_014,2023-08-10,229456212,FALSE
T2_000104,C2_001749,Kredit Mikro,Mobile Banking,B2_029,2024-02-06,262135074,FALSE
T2_000105,C2_002793,Tabungan,Internet Banking,B2_002,2024-04-13,359458150,FALSE
T2_000106,C2_000760,Tabungan,Internet Banking,B2_011,2023-01-11,201942580,FALSE
T2_000107,C2_000218,Kartu Kredit,EDC,B2_015,2023-10-20,155551332,FALSE
T2_000108,C2_001998,Kredit Konsumer,ATM,B2_010,2023-12-04,408141560,FALSE
T2_000109,C2_001575,Kredit Mikro,Teller,B2_017,2024-07-24,470644564,FALSE
T2_000110,C2_001757,Kredit Konsumer,Mobile Banking,B2_026,2024-12-21,410393108,FALSE
T2_000111,C2_001591,Kredit Konsumer,Internet Banking,B2_024,2024-06-01,456802764,FALSE
T2_000112,C2_001784,Tabungan,Mobile Banking,B2_011,2024-03-12,166320448,FALSE
T2_000113,C2_000308,Tabungan,Internet Banking,B2_008,2023-01-30,468848994,FALSE
T2_000114,C2_001856,Tabungan,Internet Banking,B2_022,2024-07-18,210589487,FALSE
T2_000115,C2_002331,Kartu Kredit,EDC,B2_002,2024-11-17,351278752,FALSE
T2_000116,C2_001602,Kredit Mikro,Internet Banking,B2_003,2025-08-08,3600421,FALSE
T2_000117,C2_001730,Kredit Mikro,Mobile Banking,B2_025,2023-11-07,133191665,FALSE
T2_000118,C2_001143,Kredit Konsumer,Mobile Banking,B2_007,2024-01-08,134377204,FALSE
T2_000119,C2_002297,Tabungan,EDC,B2_014,2025-03-25,454180552,FALSE
T2_000120,C2_000062,Kredit Konsumer,EDC,B2_012,2024-08-26,439372958,FALSE
T2_000121,C2_001021,Tabungan,Mobile Banking,B2_029,2025-07-24,346203797,FALSE
T2_000122,C2_001424,Kredit Konsumer,Mobile Banking,B2_005,2023-11-28,26440374,FALSE
T2_000123,C2_001164,Kredit Konsumer,Internet Banking,B2_005,2025-07-06,167830725,FALSE
T2_000124,C2_000552,Kartu Kredit,ATM,B2_007,2025-07-20,470597743,FALSE
T2_000125,C2_001034,Kartu Kredit,Mobile Banking,B2_001,2024-05-05,400175482,FALSE
T2_000126,C2_000567,Kredit Konsumer,Teller,B2_017,2025-06-12,455718550,FALSE
T2_000127,C2_000847,Tabungan,ATM,B2_019,2024-08-04,85359261,FALSE
T2_000128,C2_001008,Kredit Konsumer,Teller,B2_025,2023-12-22,474547970,FALSE
T2_000129,C2_001540,Tabungan,ATM,B2_008,2023-05-08,232323987,FALSE
T2_000130,C2_002522,Deposito,Mobile Banking,B2_012,2024-06-07,274021554,FALSE
T2_000131,C2_001407,Kredit Mikro,EDC,B2_003,2024-06-07,188219861,FALSE
T2_000132,C2_001047,Kredit Konsumer,EDC,B2_012,2023-10-03,191059924,FALSE
T2_000133,C2_001637,Deposito,Mobile Banking,B2_008,2025-05-23,141905870,FALSE
T2_000134,C2_000561,Kredit Konsumer,ATM,B2_004,2024-06-01,170960368,FALSE
T2_000135,C2_000362,Kartu Kredit,Mobile Banking,B2_007,2023-03-16,326867257,FALSE
T2_000136,C2_002820,Kredit Mikro,ATM,B2_014,2025-04-11,368492470,FALSE
T2_000137,C2_000961,Kredit Konsumer,Mobile Banking,B2_002,2023-06-19,16326798,FALSE
T2_000138,C2_002727,Kartu Kredit,Teller,B2_005,2023-01-19,11575025,FALSE
T2_000139,C2_001849,Kartu Kredit,Mobile Banking,B2_012,2024-09-21,14215150,FALSE
T2_000140,C2_001339,Deposito,ATM,B2_005,2023-07-30,278217102,FALSE
T2_000141,C2_002672,Kartu Kredit,Internet Banking,B2_027,2023-06-14,132582660,FALSE
T2_000142,C2_002255,Deposito,EDC,B2_021,2023-01-29,97429139,FALSE
T2_000143,C2_002807,Tabungan,Internet Banking,B2_025,2025-03-05,342639445,FALSE
T2_000144,C2_001259,Tabungan,Mobile Banking,B2_013,2023-03-31,372585011,FALSE
T2_000145,C2_002322,Tabungan,ATM,B2_025,2025-02-21,216443962,FALSE
T2_000146,C2_001173,Tabungan,EDC,B2_002,2024-01-22,460843958,FALSE
T2_000147,C2_002616,Kredit Konsumer,Mobile Banking,B2_010,2025-06-29,268336027,FALSE
T2_000148,C2_000692,Deposito,Internet Banking,B2_012,2023-04-27,169581368,FALSE
T2_000149,C2_001918,Tabungan,EDC,B2_025,2025-06-06,444417178,FALSE
T2_000150,C2_001928,Kartu Kredit,Mobile Banking,B2_016,2024-08-28,191847436,FALSE
T2_000151,C2_001305,Deposito,EDC,B2_017,2023-04-21,396976437,FALSE
T2_000152,C2_000160,Kredit Konsumer,Teller,B2_021,2024-05-19,35866109,FALSE
T2_000153,C2_001912,Tabungan,EDC,B2_015,2024-11-23,38728905,FALSE
T2_000155,C2_002973,Kredit Mikro,EDC,B2_001,2025-07-10,63007442,FALSE
T2_000156,C2_002757,Tabungan,EDC,B2_003,2023-10-04,336531610,FALSE
T2_000157,C2_000163,Deposito,EDC,B2_026,2024-02-24,365628055,FALSE
T2_000158,C2_001639,Tabungan,Teller,B2_012,2024-01-26,118767400,FALSE
T2_000159,C2_001484,Kredit Mikro,Mobile Banking,B2_028,2023-08-14,309210218,FALSE
T2_000160,C2_001891,Kartu Kredit,Internet Banking,B2_022,2023-03-09,412179328,FALSE
T2_000161,C2_001898,Kartu Kredit,EDC,B2_010,2023-09-11,490808666,FALSE
T2_000162,C2_000240,Kredit Mikro,Internet Banking,B2_009,2024-06-14,385824757,FALSE
T2_000163,C2_001966,Deposito,Internet Banking,B2_004,2023-03-19,84986256,FALSE
T2_000164,C2_001736,Kredit Konsumer,EDC,B2_002,2024-11-16,299899432,FALSE
T2_000165,C2_000486,Tabungan,Teller,B2_021,2024-12-31,132106843,FALSE
T2_000166,C2_000671,Kredit Konsumer,ATM,B2_001,2024-09-20,416787563,FALSE
T2_000167,C2_001860,Tabungan,ATM,B2_010,2024-10-15,27488426,FALSE
T2_000168,C2_002472,Kredit Konsumer,ATM,B2_013,2023-11-03,208479258,FALSE
T2_000169,C2_001018,Tabungan,EDC,B2_007,2024-11-24,111464480,FALSE
T2_000170,C2_001221,Kartu Kredit,Internet Banking,B2_027,2023-02-27,307388990,FALSE
T2_000171,C2_001066,Tabungan,ATM,B2_028,2023-11-24,428561367,FALSE
T2_000172,C2_002262,Tabungan,EDC,B2_018,2023-10-11,296451840,FALSE
T2_000173,C2_002732,Kredit Mikro,EDC,B2_015,2023-02-23,61208491,FALSE
T2_000174,C2_000253,Kredit Mikro,EDC,B2_008,2024-06-23,447675207,FALSE
T2_000176,C2_000116,Tabungan,Mobile Banking,B2_025,2024-08-11,415927487,FALSE
T2_000177,C2_001916,Deposito,Teller,B2_029,2024-07-27,37382721,FALSE
T2_000178,C2_001228,Kartu Kredit,Internet Banking,B2_018,2023-01-20,192740782,FALSE
T2_000179,C2_000693,Tabungan,EDC,B2_018,2025-04-19,485958353,FALSE
T2_000180,C2_000812,Tabungan,Teller,B2_013,2024-03-28,310539278,FALSE
T2_000181,C2_002036,Kartu Kredit,ATM,B2_030,2023-08-02,289812220,FALSE
T2_000182,C2_000795,Deposito,Mobile Banking,B2_016,2023-03-12,253518185,FALSE
T2_000183,C2_000151,Kredit Mikro,EDC,B2_010,2024-01-03,410074087,FALSE
T2_000184,C2_002294,Kredit Mikro,Teller,B2_025,2024-10-30,409055811,FALSE
T2_000185,C2_001082,Kartu Kredit,ATM,B2_012,2023-07-15,477378431,FALSE
T2_000186,C2_002757,Tabungan,ATM,B2_008,2024-07-10,40205030,FALSE
T2_000187,C2_000507,Kredit Mikro,Teller,B2_023,2025-07-10,210457870,FALSE
T2_000188,C2_002289,Tabungan,Teller,B2_001,2024-10-02,120920217,FALSE
T2_000189,C2_001116,Kredit Konsumer,Internet Banking,B2_009,2023-07-11,247915532,FALSE
T2_000190,C2_001630,Tabungan,EDC,B2_020,2023-07-20,430119753,FALSE
T2_000191,C2_001965,Kredit Mikro,ATM,B2_006,2024-09-18,288221113,FALSE
T2_000192,C2_001949,Tabungan,Internet Banking,B2_018,2025-07-22,219349796,FALSE
T2_000193,C2_000392,Tabungan,ATM,B2_029,2023-03-26,261392299,FALSE
T2_000194,C2_000046,Deposito,Teller,B2_005,2024-08-04,294595866,FALSE
T2_000195,C2_000155,Deposito,ATM,B2_027,2025-04-18,86374618,FALSE
T2_000196,C2_000511,Tabungan,ATM,B2_017,2025-05-08,335715377,FALSE
T2_000197,C2_000282,Kartu Kredit,EDC,B2_012,2024-07-17,395888620,FALSE
T2_000198,C2_001450,Kartu Kredit,Teller,B2_005,2024-05-16,49102999,FALSE
T2_000199,C2_000030,Kartu Kredit,ATM,B2_012,2023-03-05,21620402,FALSE
T2_000200,C2_000721,Kartu Kredit,Mobile Banking,B2_024,2023-03-05,336677022,FALSE
T2_000201,C2_002310,Kredit Mikro,Internet Banking,B2_005,2025-01-14,249695817,FALSE
T2_000202,C2_001347,Kartu Kredit,ATM,B2_007,2025-04-30,446771127,FALSE
T2_000203,C2_002131,Kredit Mikro,ATM,B2_012,2024-06-14,150422290,FALSE
T2_000204,C2_002998,Kartu Kredit,Internet Banking,B2_024,2023-05-25,27424171,FALSE
T2_000205,C2_001827,Tabungan,ATM,B2_001,2025-06-22,404373570,FALSE
T2_000206,C2_002083,Kartu Kredit,Teller,B2_024,2024-11-19,286697806,FALSE
T2_000207,C2_002053,Tabungan,ATM,B2_027,2025-03-03,273333501,FALSE
T2_000208,C2_002918,Tabungan,Teller,B2_011,2024-08-20,355693256,FALSE
T2_000209,C2_001030,Deposito,Teller,B2_001,2025-07-07,264075188,FALSE
T2_000210,C2_001271,Kredit Konsumer,Teller,B2_024,2024-10-05,470015618,FALSE
T2_000211,C2_001117,Kredit Konsumer,Internet Banking,B2_030,2023-07-11,183197251,FALSE
T2_000212,C2_001815,Tabungan,Teller,B2_015,2024-02-21,412991068,FALSE
T2_000213,C2_002029,Kredit Konsumer,ATM,B2_030,2023-11-20,416227548,FALSE
T2_000214,C2_000315,Kredit Konsumer,EDC,B2_026,2023-07-11,375044702,FALSE
T2_000215,C2_002483,Kartu Kredit,Teller,B2_002,2024-11-29,285256699,FALSE
T2_000216,C2_000544,Kredit Konsumer,ATM,B2_020,2024-06-18,356141653,FALSE
T2_000217,C2_002817,Kredit Konsumer,ATM,B2_017,2025-07-13,493284007,FALSE
T2_000218,C2_002481,Kredit Konsumer,Mobile Banking,B2_001,2023-01-09,94671249,FALSE
T2_000219,C2_001260,Deposito,ATM,B2_020,2023-09-04,471523329,FALSE
T2_000220,C2_001564,Kredit Konsumer,Mobile Banking,B2_028,2024-04-12,185066219,FALSE
T2_000221,C2_001565,Kartu Kredit,ATM,B2_029,2024-06-26,423935458,FALSE
T2_000222,C2_002160,Kredit Mikro,Teller,B2_011,2025-03-09,365073355,FALSE
T2_000223,C2_002039,Deposito,Mobile Banking,B2_013,2023-07-01,199899221,FALSE
